pop100,CountyName,StateName,State_Alpha,Rent50_0
32359,Bee County,Texas,TX,319
8418,Blanco County,Texas,TX,316
729,Borden County,Texas,TX,319
17204,Bosque County,Texas,TX,319
8866,Brewster County,Texas,TX,319
1790,Briscoe County,Texas,TX,319
7976,Brooks County,Texas,TX,319
37674,Brown County,Texas,TX,317
16470,Burleson County,Texas,TX,318
34147,Burnet County,Texas,TX,403
20647,Calhoun County,Texas,TX,339
12905,Callahan County,Texas,TX,319
11549,Camp County,Texas,TX,425
6516,Carson County,Texas,TX,319
30438,Cass County,Texas,TX,319
8285,Castro County,Texas,TX,321
46659,Cherokee County,Texas,TX,360
7688,Childress County,Texas,TX,319
11006,Clay County,Texas,TX,319
3730,Cochran County,Texas,TX,319
3864,Coke County,Texas,TX,319
9235,Coleman County,Texas,TX,319
3206,Collingsworth County,Texas,TX,319
20390,Colorado County,Texas,TX,319
14026,Comanche County,Texas,TX,319
3966,Concho County,Texas,TX,319
36363,Cooke County,Texas,TX,347
1904,Cottle County,Texas,TX,319
3996,Crane County,Texas,TX,319
4099,Crockett County,Texas,TX,319
7072,Crosby County,Texas,TX,319
2975,Culberson County,Texas,TX,319
6222,Dallam County,Texas,TX,319
14985,Dawson County,Texas,TX,319
18561,Deaf Smith County,Texas,TX,319
5327,Delta County,Texas,TX,319
20013,DeWitt County,Texas,TX,319
2762,Dickens County,Texas,TX,319
10248,Dimmit County,Texas,TX,319
3828,Donley County,Texas,TX,319
13120,Duval County,Texas,TX,319
18297,Eastland County,Texas,TX,319
2162,Edwards County,Texas,TX,319
33001,Erath County,Texas,TX,335
18576,Falls County,Texas,TX,319
31242,Fannin County,Texas,TX,323
21804,Fayette County,Texas,TX,319
4344,Fisher County,Texas,TX,319
7771,Floyd County,Texas,TX,319
1622,Foard County,Texas,TX,319
9458,Franklin County,Texas,TX,319
17867,Freestone County,Texas,TX,319
16252,Frio County,Texas,TX,319
14467,Gaines County,Texas,TX,325
4872,Garza County,Texas,TX,319
20814,Gillespie County,Texas,TX,316
1406,Glasscock County,Texas,TX,319
6928,Goliad County,Texas,TX,319
18628,Gonzales County,Texas,TX,319
22744,Gray County,Texas,TX,347
23552,Grimes County,Texas,TX,319
36602,Hale County,Texas,TX,319
3782,Hall County,Texas,TX,319
8229,Hamilton County,Texas,TX,319
5369,Hansford County,Texas,TX,319
4724,Hardeman County,Texas,TX,319
5537,Hartley County,Texas,TX,319
6093,Haskell County,Texas,TX,319
3351,Hemphill County,Texas,TX,316
32321,Hill County,Texas,TX,319
22716,Hockley County,Texas,TX,325
31960,Hopkins County,Texas,TX,366
23185,Houston County,Texas,TX,319
33627,Howard County,Texas,TX,338
3344,Hudspeth County,Texas,TX,380
23857,Hutchinson County,Texas,TX,319
1771,Irion County,Texas,TX,319
8763,Jack County,Texas,TX,319
14391,Jackson County,Texas,TX,319
35604,Jasper County,Texas,TX,323
2207,Jeff Davis County,Texas,TX,319
5281,Jim Hogg County,Texas,TX,319
39326,Jim Wells County,Texas,TX,319
20785,Jones County,Texas,TX,319
15446,Karnes County,Texas,TX,319
23743,Kendall County,Texas,TX,317
414,Kenedy County,Texas,TX,319
859,Kent County,Texas,TX,319
43653,Kerr County,Texas,TX,319
4468,Kimble County,Texas,TX,315
356,King County,Texas,TX,319
3379,Kinney County,Texas,TX,319
31549,Kleberg County,Texas,TX,383
4253,Knox County,Texas,TX,319
48499,Lamar County,Texas,TX,315
14709,Lamb County,Texas,TX,319
17762,Lampasas County,Texas,TX,319
5866,La Salle County,Texas,TX,319
19210,Lavaca County,Texas,TX,319
15657,Lee County,Texas,TX,356
15335,Leon County,Texas,TX,315
22051,Limestone County,Texas,TX,319
3057,Lipscomb County,Texas,TX,319
12309,Live Oak County,Texas,TX,319
17044,Llano County,Texas,TX,324
67,Loving County,Texas,TX,319
6550,Lynn County,Texas,TX,319
8205,McCulloch County,Texas,TX,328
851,McMullen County,Texas,TX,319
12940,Madison County,Texas,TX,319
10941,Marion County,Texas,TX,319
4746,Martin County,Texas,TX,319
3738,Mason County,Texas,TX,319
37957,Matagorda County,Texas,TX,373
47297,Maverick County,Texas,TX,319
39304,Medina County,Texas,TX,319
2360,Menard County,Texas,TX,319
24238,Milam County,Texas,TX,319
5151,Mills County,Texas,TX,319
9698,Mitchell County,Texas,TX,319
19117,Montague County,Texas,TX,319
20121,Moore County,Texas,TX,319
13048,Morris County,Texas,TX,319
1426,Motley County,Texas,TX,319
59203,Nacogdoches County,Texas,TX,336
45124,Navarro County,Texas,TX,378
15072,Newton County,Texas,TX,319
15802,Nolan County,Texas,TX,328
9006,Ochiltree County,Texas,TX,319
2185,Oldham County,Texas,TX,315
27026,Palo Pinto County,Texas,TX,319
22756,Panola County,Texas,TX,319
10016,Parmer County,Texas,TX,319
16809,Pecos County,Texas,TX,319
41133,Polk County,Texas,TX,355
7304,Presidio County,Texas,TX,319
9139,Rains County,Texas,TX,322
3326,Reagan County,Texas,TX,401
3047,Real County,Texas,TX,319
14314,Red River County,Texas,TX,321
13137,Reeves County,Texas,TX,319
7828,Refugio County,Texas,TX,319
887,Roberts County,Texas,TX,319
16000,Robertson County,Texas,TX,316
11495,Runnels County,Texas,TX,319
47372,Rusk County,Texas,TX,332
10469,Sabine County,Texas,TX,319
8946,San Augustine County,Texas,TX,319
22246,San Jacinto County,Texas,TX,333
6186,San Saba County,Texas,TX,319
2935,Schleicher County,Texas,TX,319
16361,Scurry County,Texas,TX,324
3302,Shackelford County,Texas,TX,319
25224,Shelby County,Texas,TX,319
3186,Sherman County,Texas,TX,319
6809,Somervell County,Texas,TX,365
53597,Starr County,Texas,TX,319
9674,Stephens County,Texas,TX,319
1393,Sterling County,Texas,TX,319
1693,Stonewall County,Texas,TX,319
4077,Sutton County,Texas,TX,319
8378,Swisher County,Texas,TX,319
1081,Terrell County,Texas,TX,319
12761,Terry County,Texas,TX,319
1850,Throckmorton County,Texas,TX,319
28118,Titus County,Texas,TX,333
13779,Trinity County,Texas,TX,331
20871,Tyler County,Texas,TX,316
3404,Upton County,Texas,TX,319
25926,Uvalde County,Texas,TX,319
44856,Val Verde County,Texas,TX,320
48140,Van Zandt County,Texas,TX,343
61758,Walker County,Texas,TX,423
10909,Ward County,Texas,TX,319
30373,Washington County,Texas,TX,390
41188,Wharton County,Texas,TX,319
5284,Wheeler County,Texas,TX,319
14676,Wilbarger County,Texas,TX,319
20082,Willacy County,Texas,TX,319
7173,Winkler County,Texas,TX,319
48793,Wise County,Texas,TX,320
36752,Wood County,Texas,TX,322
7322,Yoakum County,Texas,TX,315
17943,Young County,Texas,TX,319
12182,Zapata County,Texas,TX,319
11600,Zavala County,Texas,TX,319
6046,Kane County,Utah,UT,363
368536,Utah County,Utah,UT,497
238994,Davis County,Utah,UT,514
898387,Salt Lake County,Utah,UT,514
196533,Weber County,Utah,UT,514
6005,Beaver County,Utah,UT,345
42745,Box Elder County,Utah,UT,382
91391,Cache County,Utah,UT,382
20422,Carbon County,Utah,UT,370
921,Daggett County,Utah,UT,371
14371,Duchesne County,Utah,UT,345
10860,Emery County,Utah,UT,345
4735,Garfield County,Utah,UT,345
8485,Grand County,Utah,UT,345
33779,Iron County,Utah,UT,348
8238,Juab County,Utah,UT,345
12405,Millard County,Utah,UT,345
7129,Morgan County,Utah,UT,345
1435,Piute County,Utah,UT,345
1961,Rich County,Utah,UT,345
14413,San Juan County,Utah,UT,345
22763,Sanpete County,Utah,UT,345
18842,Sevier County,Utah,UT,349
29736,Summit County,Utah,UT,509
40735,Tooele County,Utah,UT,432
25224,Uintah County,Utah,UT,345
15215,Wasatch County,Utah,UT,345
90354,Washington County,Utah,UT,421
2509,Wayne County,Utah,UT,345
138661,Chittenden County,Vermont,VT,551
27079,Franklin County,Vermont,VT,551
3651,Grand Isle County,Vermont,VT,551
35974,Addison County,Vermont,VT,497
36994,Bennington County,Vermont,VT,447
29702,Caledonia County,Vermont,VT,424
7910,Chittenden County,Vermont,VT,447
6459,Essex County,Vermont,VT,410
18338,Franklin County,Vermont,VT,502
3250,Grand Isle County,Vermont,VT,420
23233,Lamoille County,Vermont,VT,393
28226,Orange County,Vermont,VT,405
26277,Orleans County,Vermont,VT,378
63400,Rutland County,Vermont,VT,445
58039,Washington County,Vermont,VT,423
44216,Windham County,Vermont,VT,489
57418,Windsor County,Vermont,VT,531
79236,Albemarle County,Virginia,VA,485
20047,Fluvanna County,Virginia,VA,485
15244,Greene County,Virginia,VA,485
45049,Charlottesville city,Virginia,VA,485
12652,Clarke County,Virginia,VA,384
34262,Culpeper County,Virginia,VA,476
61745,Pittsylvania County,Virginia,VA,342
48411,Danville city,Virginia,VA,342
23403,Scott County,Virginia,VA,352
51103,Washington County,Virginia,VA,352
17367,Bristol city,Virginia,VA,352
16803,King George County,Virginia,VA,466
31894,Amherst County,Virginia,VA,394
60371,Bedford County,Virginia,VA,394
51078,Campbell County,Virginia,VA,394
6299,Bedford city,Virginia,VA,394
65269,Lynchburg city,Virginia,VA,394
34780,Gloucester County,Virginia,VA,562
29728,Isle of Wight County,Virginia,VA,562
48102,James City County,Virginia,VA,562
9207,Mathews County,Virginia,VA,562
56297,York County,Virginia,VA,562
199184,Chesapeake city,Virginia,VA,562
146437,Hampton city,Virginia,VA,562
180150,Newport News city,Virginia,VA,562
234403,Norfolk city,Virginia,VA,562
11566,Poquoson city,Virginia,VA,562
100565,Portsmouth city,Virginia,VA,562
63677,Suffolk city,Virginia,VA,562
425257,Virginia Beach city,Virginia,VA,562
11998,Williamsburg city,Virginia,VA,562
6926,Charles City County,Virginia,VA,596
259903,Chesterfield County,Virginia,VA,596
24533,Dinwiddie County,Virginia,VA,596
16863,Goochland County,Virginia,VA,596
86320,Hanover County,Virginia,VA,596
262300,Henrico County,Virginia,VA,596
13462,New Kent County,Virginia,VA,596
22377,Powhatan County,Virginia,VA,596
33047,Prince George County,Virginia,VA,596
16897,Colonial Heights city,Virginia,VA,596
22354,Hopewell city,Virginia,VA,596
33740,Petersburg city,Virginia,VA,596
197790,Richmond city,Virginia,VA,596
30496,Botetourt County,Virginia,VA,336
85778,Roanoke County,Virginia,VA,336
94911,Roanoke city,Virginia,VA,336
24747,Salem city,Virginia,VA,336
31584,Warren County,Virginia,VA,383
189453,Arlington County,Virginia,VA,913
969749,Fairfax County,Virginia,VA,913
55139,Fauquier County,Virginia,VA,913
169599,Loudoun County,Virginia,VA,913
280813,Prince William County,Virginia,VA,913
90395,Spotsylvania County,Virginia,VA,913
92446,Stafford County,Virginia,VA,913
128283,Alexandria city,Virginia,VA,913
21498,Fairfax city,Virginia,VA,913
10377,Falls Church city,Virginia,VA,913
19279,Fredericksburg city,Virginia,VA,913
35135,Manassas city,Virginia,VA,913
10290,Manassas Park city,Virginia,VA,913
38305,Accomack County,Virginia,VA,388
23518,Alleghany County,Virginia,VA,344
11400,Amelia County,Virginia,VA,331
13705,Appomattox County,Virginia,VA,331
108988,Augusta County,Virginia,VA,328
5048,Bath County,Virginia,VA,331
6871,Bland County,Virginia,VA,331
18419,Brunswick County,Virginia,VA,331
26978,Buchanan County,Virginia,VA,331
15623,Buckingham County,Virginia,VA,331
22121,Caroline County,Virginia,VA,463
36082,Carroll County,Virginia,VA,331
12472,Charlotte County,Virginia,VA,331
5091,Craig County,Virginia,VA,331
9017,Cumberland County,Virginia,VA,331
16395,Dickenson County,Virginia,VA,331
9989,Essex County,Virginia,VA,328
13874,Floyd County,Virginia,VA,331
47286,Franklin County,Virginia,VA,331
82794,Frederick County,Virginia,VA,454
16657,Giles County,Virginia,VA,331
17917,Grayson County,Virginia,VA,331
17225,Greensville County,Virginia,VA,331
37355,Halifax County,Virginia,VA,331
73346,Henry County,Virginia,VA,331
2536,Highland County,Virginia,VA,331
6630,King and Queen County,Virginia,VA,328
13146,King William County,Virginia,VA,328
11567,Lancaster County,Virginia,VA,415
23589,Lee County,Virginia,VA,331
25627,Louisa County,Virginia,VA,328
13146,Lunenburg County,Virginia,VA,331
12520,Madison County,Virginia,VA,329
32380,Mecklenburg County,Virginia,VA,331
9932,Middlesex County,Virginia,VA,331
99488,Montgomery County,Virginia,VA,341
14445,Nelson County,Virginia,VA,331
13093,Northampton County,Virginia,VA,331
12259,Northumberland County,Virginia,VA,331
15725,Nottoway County,Virginia,VA,331
25881,Orange County,Virginia,VA,364
23177,Page County,Virginia,VA,385
19407,Patrick County,Virginia,VA,331
19720,Prince Edward County,Virginia,VA,371
35127,Pulaski County,Virginia,VA,331
6983,Rappahannock County,Virginia,VA,341
8809,Richmond County,Virginia,VA,327
34024,Rockbridge County,Virginia,VA,331
108193,Rockingham County,Virginia,VA,327
30308,Russell County,Virginia,VA,331
35075,Shenandoah County,Virginia,VA,435
33081,Smyth County,Virginia,VA,331
25828,Southampton County,Virginia,VA,331
6829,Surry County,Virginia,VA,343
12504,Sussex County,Virginia,VA,331
44598,Tazewell County,Virginia,VA,331
16718,Westmoreland County,Virginia,VA,338
44027,Wise County,Virginia,VA,331
27599,Wythe County,Virginia,VA,345
166814,Whatcom County,Washington,WA,456
231969,Kitsap County,Washington,WA,553
207355,Thurston County,Washington,WA,567
345238,Clark County,Washington,WA,546
142475,Benton County,Washington,WA,566
49347,Franklin County,Washington,WA,566
71558,Island County,Washington,WA,629
1737034,King County,Washington,WA,629
606024,Snohomish County,Washington,WA,629
417939,Spokane County,Washington,WA,362
700820,Pierce County,Washington,WA,489
222581,Yakima County,Washington,WA,421
16428,Adams County,Washington,WA,364
20551,Asotin County,Washington,WA,364
66616,Chelan County,Washington,WA,364
64525,Clallam County,Washington,WA,426
4064,Columbia County,Washington,WA,364
92948,Cowlitz County,Washington,WA,403
32603,Douglas County,Washington,WA,425
7260,Ferry County,Washington,WA,364
2397,Garfield County,Washington,WA,364
74698,Grant County,Washington,WA,391
67194,Grays Harbor County,Washington,WA,370
25953,Jefferson County,Washington,WA,362
33362,Kittitas County,Washington,WA,364
19161,Klickitat County,Washington,WA,364
68600,Lewis County,Washington,WA,364
10184,Lincoln County,Washington,WA,364
49405,Mason County,Washington,WA,416
39564,Okanogan County,Washington,WA,364
20984,Pacific County,Washington,WA,364
11732,Pend Oreille County,Washington,WA,364
14077,San Juan County,Washington,WA,445
102979,Skagit County,Washington,WA,494
9872,Skamania County,Washington,WA,364
40066,Stevens County,Washington,WA,364
3824,Wahkiakum County,Washington,WA,364
55180,Walla Walla County,Washington,WA,364
40740,Whitman County,Washington,WA,388
75905,Berkeley County,West Virginia,WV,524
200073,Kanawha County,West Virginia,WV,330
51589,Putnam County,West Virginia,WV,330
27078,Mineral County,West Virginia,WV,395
96784,Cabell County,West Virginia,WV,353
42903,Wayne County,West Virginia,WV,353
42190,Jefferson County,West Virginia,WV,511
87986,Wood County,West Virginia,WV,345
25447,Brooke County,West Virginia,WV,333
32667,Hancock County,West Virginia,WV,333
35519,Marshall County,West Virginia,WV,370
47427,Ohio County,West Virginia,WV,370
15557,Barbour County,West Virginia,WV,296
25535,Boone County,West Virginia,WV,296
14702,Braxton County,West Virginia,WV,296
7582,Calhoun County,West Virginia,WV,296
10330,Clay County,West Virginia,WV,296
7403,Doddridge County,West Virginia,WV,306
47579,Fayette County,West Virginia,WV,296
7160,Gilmer County,West Virginia,WV,325
11299,Grant County,West Virginia,WV,296
34453,Greenbrier County,West Virginia,WV,298
20203,Hampshire County,West Virginia,WV,300
12669,Hardy County,West Virginia,WV,296
68652,Harrison County,West Virginia,WV,323
28000,Jackson County,West Virginia,WV,296
16919,Lewis County,West Virginia,WV,296
22108,Lincoln County,West Virginia,WV,296
37710,Logan County,West Virginia,WV,302
27329,McDowell County,West Virginia,WV,296
56598,Marion County,West Virginia,WV,297
25957,Mason County,West Virginia,WV,296
62980,Mercer County,West Virginia,WV,296
28253,Mingo County,West Virginia,WV,296
81866,Monongalia County,West Virginia,WV,377
14583,Monroe County,West Virginia,WV,296
14943,Morgan County,West Virginia,WV,395
26562,Nicholas County,West Virginia,WV,296
8196,Pendleton County,West Virginia,WV,296
7514,Pleasants County,West Virginia,WV,304
9131,Pocahontas County,West Virginia,WV,296
29334,Preston County,West Virginia,WV,296
79220,Raleigh County,West Virginia,WV,345
28262,Randolph County,West Virginia,WV,296
10343,Ritchie County,West Virginia,WV,296
15446,Roane County,West Virginia,WV,296
12999,Summers County,West Virginia,WV,296
16089,Taylor County,West Virginia,WV,363
7321,Tucker County,West Virginia,WV,296
9592,Tyler County,West Virginia,WV,295
23404,Upshur County,West Virginia,WV,294
9719,Webster County,West Virginia,WV,296
17693,Wetzel County,West Virginia,WV,338
5873,Wirt County,West Virginia,WV,296
25708,Wyoming County,West Virginia,WV,296
40631,Calumet County,Wisconsin,WI,359
160971,Outagamie County,Wisconsin,WI,359
156763,Winnebago County,Wisconsin,WI,359
43287,Douglas County,Wisconsin,WI,325
55195,Chippewa County,Wisconsin,WI,390
93142,Eau Claire County,Wisconsin,WI,390
226778,Brown County,Wisconsin,WI,424
152307,Rock County,Wisconsin,WI,398
149577,Kenosha County,Wisconsin,WI,471
107120,La Crosse County,Wisconsin,WI,326
426526,Dane County,Wisconsin,WI,491
940164,Milwaukee County,Wisconsin,WI,443
82317,Ozaukee County,Wisconsin,WI,443
117493,Washington County,Wisconsin,WI,443
360767,Waukesha County,Wisconsin,WI,443
36804,Pierce County,Wisconsin,WI,578
63155,St. Croix County,Wisconsin,WI,578
188831,Racine County,Wisconsin,WI,390
112646,Sheboygan County,Wisconsin,WI,344
125834,Marathon County,Wisconsin,WI,421
18643,Adams County,Wisconsin,WI,312
16866,Ashland County,Wisconsin,WI,340
44963,Barron County,Wisconsin,WI,312
15013,Bayfield County,Wisconsin,WI,312
13804,Buffalo County,Wisconsin,WI,312
15674,Burnett County,Wisconsin,WI,312
33557,Clark County,Wisconsin,WI,312
52468,Columbia County,Wisconsin,WI,309
17243,Crawford County,Wisconsin,WI,312
85897,Dodge County,Wisconsin,WI,392
27961,Door County,Wisconsin,WI,317
39858,Dunn County,Wisconsin,WI,311
5088,Florence County,Wisconsin,WI,312
97296,Fond du Lac County,Wisconsin,WI,361
10024,Forest County,Wisconsin,WI,312
49597,Grant County,Wisconsin,WI,316
33647,Green County,Wisconsin,WI,317
19105,Green Lake County,Wisconsin,WI,312
22780,Iowa County,Wisconsin,WI,323
6861,Iron County,Wisconsin,WI,312
19100,Jackson County,Wisconsin,WI,312
74021,Jefferson County,Wisconsin,WI,310
24316,Juneau County,Wisconsin,WI,319
20187,Kewaunee County,Wisconsin,WI,312
16137,Lafayette County,Wisconsin,WI,317
20740,Langlade County,Wisconsin,WI,312
29641,Lincoln County,Wisconsin,WI,312
82887,Manitowoc County,Wisconsin,WI,315
43384,Marinette County,Wisconsin,WI,312
15832,Marquette County,Wisconsin,WI,312
4562,Menominee County,Wisconsin,WI,312
40899,Monroe County,Wisconsin,WI,312
35634,Oconto County,Wisconsin,WI,312
36776,Oneida County,Wisconsin,WI,312
7213,Pepin County,Wisconsin,WI,312
41319,Polk County,Wisconsin,WI,316
67182,Portage County,Wisconsin,WI,378
15822,Price County,Wisconsin,WI,312
17924,Richland County,Wisconsin,WI,312
15347,Rusk County,Wisconsin,WI,312
55225,Sauk County,Wisconsin,WI,365
16196,Sawyer County,Wisconsin,WI,312
40664,Shawano County,Wisconsin,WI,317
19680,Taylor County,Wisconsin,WI,312
27010,Trempealeau County,Wisconsin,WI,312
28056,Vernon County,Wisconsin,WI,312
21033,Vilas County,Wisconsin,WI,312
93759,Walworth County,Wisconsin,WI,322
16036,Washburn County,Wisconsin,WI,312
51731,Waupaca County,Wisconsin,WI,312
23154,Waushara County,Wisconsin,WI,312
75555,Wood County,Wisconsin,WI,336
66533,Natrona County,Wyoming,WY,386
81607,Laramie County,Wyoming,WY,419
32014,Albany County,Wyoming,WY,356
11461,Big Horn County,Wyoming,WY,342
33698,Campbell County,Wyoming,WY,369
15639,Carbon County,Wyoming,WY,342
12052,Converse County,Wyoming,WY,342
5887,Crook County,Wyoming,WY,342
35804,Fremont County,Wyoming,WY,342
12538,Goshen County,Wyoming,WY,342
4882,Hot Springs County,Wyoming,WY,342
7075,Johnson County,Wyoming,WY,342
14573,Lincoln County,Wyoming,WY,342
2407,Niobrara County,Wyoming,WY,342
25786,Park County,Wyoming,WY,342
8807,Platte County,Wyoming,WY,342
26560,Sheridan County,Wyoming,WY,342
5920,Sublette County,Wyoming,WY,378
37613,Sweetwater County,Wyoming,WY,356
18251,Teton County,Wyoming,WY,450
19742,Uinta County,Wyoming,WY,358
8289,Washakie County,Wyoming,WY,342
6644,Weston County,Wyoming,WY,342
154805,Pacific Islands,Guam,GU,807
42042,Aguada Municipio,Puerto Rico,PR,245
64685,Aguadilla Municipio,Puerto Rico,PR,245
39697,Moca Municipio,Puerto Rico,PR,245
100131,Arecibo Municipio,Puerto Rico,PR,267
35244,Camuy Municipio,Puerto Rico,PR,267
38925,Hatillo Municipio,Puerto Rico,PR,267
140502,Caguas Municipio,Puerto Rico,PR,312
47370,Cayey Municipio,Puerto Rico,PR,312
42753,Cidra Municipio,Puerto Rico,PR,312
36743,Gurabo Municipio,Puerto Rico,PR,312
40997,San Lorenzo Municipio,Puerto Rico,PR,312
28348,Añasco Municipio,Puerto Rico,PR,292
46911,Cabo Rojo Municipio,Puerto Rico,PR,292
16614,Hormigueros Municipio,Puerto Rico,PR,292
98434,Mayagüez Municipio,Puerto Rico,PR,292
25935,Sabana Grande Municipio,Puerto Rico,PR,292
37105,San Germán Municipio,Puerto Rico,PR,292
23072,Guayanilla Municipio,Puerto Rico,PR,289
50531,Juana Díaz Municipio,Puerto Rico,PR,289
26719,Peñuelas Municipio,Puerto Rico,PR,289
186475,Ponce Municipio,Puerto Rico,PR,289
27913,Villalba Municipio,Puerto Rico,PR,289
46384,Yauco Municipio,Puerto Rico,PR,289
29032,Aguas Buenas Municipio,Puerto Rico,PR,391
22322,Barceloneta Municipio,Puerto Rico,PR,391
224044,Bayamón Municipio,Puerto Rico,PR,391
43335,Canóvanas Municipio,Puerto Rico,PR,391
186076,Carolina Municipio,Puerto Rico,PR,391
30071,Cataño Municipio,Puerto Rico,PR,391
18004,Ceiba Municipio,Puerto Rico,PR,391
20002,Comerío Municipio,Puerto Rico,PR,391
36867,Corozal Municipio,Puerto Rico,PR,391
34017,Dorado Municipio,Puerto Rico,PR,391
40712,Fajardo Municipio,Puerto Rico,PR,391
12367,Florida Municipio,Puerto Rico,PR,391
100053,Guaynabo Municipio,Puerto Rico,PR,391
59035,Humacao Municipio,Puerto Rico,PR,391
36452,Juncos Municipio,Puerto Rico,PR,391
34485,Las Piedras Municipio,Puerto Rico,PR,391
32537,Loíza Municipio,Puerto Rico,PR,391
19817,Luquillo Municipio,Puerto Rico,PR,391
45409,Manatí Municipio,Puerto Rico,PR,391
29965,Morovis Municipio,Puerto Rico,PR,391
23753,Naguabo Municipio,Puerto Rico,PR,391
29709,Naranjito Municipio,Puerto Rico,PR,391
52362,Río Grande Municipio,Puerto Rico,PR,391
434374,San Juan Municipio,Puerto Rico,PR,391
63929,Toa Alta Municipio,Puerto Rico,PR,391
94085,Toa Baja Municipio,Puerto Rico,PR,391
75728,Trujillo Alto Municipio,Puerto Rico,PR,391
37910,Vega Alta Municipio,Puerto Rico,PR,391
61929,Vega Baja Municipio,Puerto Rico,PR,391
39246,Yabucoa Municipio,Puerto Rico,PR,391
19143,Adjuntas Municipio,Puerto Rico,PR,230
26493,Aibonito Municipio,Puerto Rico,PR,230
19117,Arroyo Municipio,Puerto Rico,PR,230
28909,Barranquitas Municipio,Puerto Rico,PR,230
19811,Ciales Municipio,Puerto Rico,PR,230
37597,Coamo Municipio,Puerto Rico,PR,230
1868,Culebra Municipio,Puerto Rico,PR,230
21888,Guánica Municipio,Puerto Rico,PR,230
44301,Guayama Municipio,Puerto Rico,PR,230
44444,Isabela Municipio,Puerto Rico,PR,230
17318,Jayuya Municipio,Puerto Rico,PR,230
26261,Lajas Municipio,Puerto Rico,PR,230
34415,Lares Municipio,Puerto Rico,PR,230
11061,Las Marías Municipio,Puerto Rico,PR,230
6449,Maricao Municipio,Puerto Rico,PR,230
12741,Maunabo Municipio,Puerto Rico,PR,230
23844,Orocovis Municipio,Puerto Rico,PR,230
20152,Patillas Municipio,Puerto Rico,PR,230
25450,Quebradillas Municipio,Puerto Rico,PR,230
14767,Rincón Municipio,Puerto Rico,PR,230
31113,Salinas Municipio,Puerto Rico,PR,230
44204,San Sebastián Municipio,Puerto Rico,PR,230
21665,Santa Isabel Municipio,Puerto Rico,PR,230
35336,Utuado Municipio,Puerto Rico,PR,230
9106,Vieques Municipio,Puerto Rico,PR,230
106468,St. Croix Island,Virgin Islands,VI,550
55378,St. John/St. Thomas,Virgin Islands,VI,707
