Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3408,41.0,Female,Scarf,23.79954146735968,Alabama,S,Mauve,Winter,NA,Standard,No,3,Credit Card,Quarterly
2640,22.0,Male,T-shirt,20.906412762688298,New Hampshire,XL,Baby blue,Summer,NA,Standard,No,4,Credit Card,Annually
2915,,Male,Sunglasses,25.338574252828614,Pennsylvania,M,Lavender,Summer,2,Standard,No,14,Credit Card,Quarterly
3246,50.0,Female,Dress,27.930929295771026,Kansas,M,Periwinkle,Summer,5,Standard,No,4,Credit Card,Annually
3890,,Male,T-shirt,36.329169106391,Alaska,S,Periwinkle,Summer,NA,Standard,No,2,Credit Card,Annually
2818,43.0,Male,Handbag,24.844487541982343,South Carolina,XL,Lemon yellow,Summer,NA,Next Day Air,No,0,Credit Card,
3840,29.0,Male,Hoodie,37.026951924698565,Connecticut,M,Muted mustard yellow,Winter,NA,Standard,No,1,Credit Card,Quarterly
3357,34.0,Male,Hoodie,26.05136896879994,,M,Mauve,Winter,5,Standard,No,3,Credit Card,Quarterly
3736,47.0,Male,T-shirt,35.6318247126098,Massachusetts,L,Fuchsia,Spring,4,Standard,No,6,Credit Card,Annually
1709,36.0,Female,Scarf,44.032444107440355,Florida,L,Muted mustard yellow,Winter,NA,Standard,No,2,Credit Card,Quarterly
1735,24.0,Non-binary,Hoodie,31.39146688042943,,L,Muted mustard yellow,Winter,NA,Standard,No,0,Credit Card,
3846,,Male,Sweater,34.14560502445179,California,M,Brown,Winter,5,Standard,No,7,Credit Card,Bi-Weekly
1744,40.0,Female,Running Shoes,39.67097197648154,Missouri,XL,Fuchsia,Spring,NA,Standard,No,1,Credit Card,Monthly
2740,41.0,Female,T-shirt,15.424669072035867,Alaska,XL,Mauve,Fall,NA,Express,No,0,Credit Card,
2892,21.0,Male,Handbag,36.140895354489295,Ohio,XL,Baby blue,Summer,NA,Standard,No,4,Credit Card,Monthly
3093,59.0,Male,Leggings,29.65332933058636,Utah,L,Ruby Red,Winter,5,Express,No,2,Credit Card,Annually
2297,32.0,Female,Running Shoes,29.063756427865215,,M,Mauve,Summer,NA,Standard,No,9,Credit Card,Monthly
3755,31.0,Male,Sweater,31.655074499486016,Nebraska,M,Ruby Red,Winter,4,Standard,No,3,Credit Card,Bi-Weekly
2806,41.0,Male,Belt,32.226532927431435,Nevada,S,Burnt orange,Fall,NA,Standard,No,3,Credit Card,Quarterly
2498,42.0,Female,Dress,17.09816094878804,Colorado,M,Aubergine,Fall,NA,Standard,No,5,Credit Card,Monthly
3436,23.0,Male,Handbag,24.41007785561596,Montana,M,White,Summer,NA,Standard,No,20,Credit Card,Quarterly
2005,30.0,Male,Sunglasses,32.121026275834794,Georgia,L,Baby blue,Summer,2,Standard,No,7,Credit Card,Annually
2899,44.0,Male,Sunglasses,31.419364389470175,New Jersey,XL,Mauve,Spring,NA,Standard,No,1,Credit Card,Monthly
2417,38.0,Female,T-shirt,32.472114305870136,Nebraska,S,Lavender,Summer,4,Standard,No,3,Credit Card,Annually
3319,52.0,Male,Backpack,21.544867568344714,North Dakota,M,Brick red,Winter,NA,Standard,No,13,Credit Card,Quarterly
3203,21.0,Non-binary,Shorts,22.842739224029664,Wisconsin,L,Lemon yellow,Summer,2,Standard,No,15,Credit Card,Annually
3522,39.0,Female,Sweater,31.70655988802093,Maryland,M,Brown,Winter,4,Standard,No,0,Credit Card,
3141,23.0,Male,Gloves,26.853357979586445,Alaska,XL,Mauve,Winter,5,Standard,No,11,Credit Card,Monthly
3544,28.0,Female,T-shirt,20.77754774021777,Colorado,M,Ruby Red,Spring,NA,Standard,No,2,Credit Card,Weekly
3681,36.0,Female,Pajamas,34.20090410948313,Iowa,S,Brown,Winter,NA,Standard,No,3,Credit Card,Monthly
3819,30.0,Male,Jacket,32.64403489086945,Oregon,XL,Ruby Red,Fall,NA,Standard,No,5,Credit Card,Monthly
3619,,Male,Scarf,21.827979888471795,Nevada,M,Ruby Red,Fall,NA,Standard,No,2,Credit Card,Quarterly
1797,30.0,Male,Sweater,23.489252999981595,South Carolina,S,Ruby Red,Winter,NA,Express,No,16,Credit Card,Quarterly
1822,38.0,Male,Dress,33.62140289449425,,M,Pale peach,Summer,NA,Standard,No,1,Credit Card,Monthly
3640,34.0,Female,Handbag,41.22445271831051,Illinois,M,Fuchsia,Summer,NA,Standard,No,3,Credit Card,Quarterly
2218,38.0,Male,Scarf,32.039283488670485,Indiana,XL,Muted mustard yellow,Winter,NA,Next Day Air,No,0,Credit Card,
2119,33.0,Male,Hoodie,25.469944339726652,Georgia,M,Black,Winter,NA,Standard,No,2,Credit Card,Annually
2647,37.0,Male,T-shirt,23.815418049151248,New Mexico,S,Periwinkle,Summer,NA,Next Day Air,No,2,Credit Card,Monthly
3677,20.0,Female,Sunglasses,20.59489899416038,Wisconsin,S,Baby blue,Spring,NA,Standard,No,3,Credit Card,Annually
3159,,Male,Jacket,21.09065009643115,Mississippi,M,Aubergine,Winter,4,Standard,No,16,Credit Card,Monthly
2854,26.0,Male,Handbag,33.60184058449851,,M,Lavender,Summer,2,Express,No,4,Credit Card,Annually
2725,38.0,Female,Dress,43.4538103637565,Missouri,M,Lavender,Summer,4,Standard,No,5,Credit Card,Monthly
2001,53.0,Female,Dress,35.59855688518048,California,M,Turquoise,Summer,4,Standard,No,6,Credit Card,Annually
2774,38.0,Male,Hoodie,35.46782769106436,Arizona,S,Brick red,Winter,NA,Standard,No,11,Credit Card,Monthly
2741,35.0,Male,Leggings,19.85931729641918,Pennsylvania,M,Burnt orange,Fall,NA,Standard,No,17,Credit Card,Annually
2753,39.0,Female,Boots,27.286814078497528,,S,Aubergine,Winter,NA,Standard,No,20,Credit Card,Quarterly
3335,29.0,Male,Gloves,33.564008066998774,California,M,Brown,Fall,2,Standard,No,1,Credit Card,Quarterly
2479,37.0,Female,Scarf,27.781393176415378,Vermont,S,Terra cotta,Winter,NA,Standard,No,0,Credit Card,
3623,18.0,Female,Jacket,23.753598955624792,,M,Muted mustard yellow,Fall,5,Next Day Air,No,0,Credit Card,
1995,37.0,Female,Sunglasses,23.242507015972933,Nevada,M,White,Spring,NA,Standard,No,4,Credit Card,Quarterly
2466,48.0,Female,Backpack,32.75508024138621,Texas,M,Brown,Fall,NA,Standard,No,4,Credit Card,Quarterly
3802,37.0,Female,Shorts,28.86497987718342,Kentucky,M,Fuchsia,Summer,NA,Next Day Air,No,1,Credit Card,Monthly
3490,49.0,Male,Shorts,33.38595608351757,Idaho,L,Fuchsia,Spring,NA,Standard,No,12,Credit Card,Monthly
3541,41.0,Female,Shorts,28.401404011303942,Nevada,M,Lemon yellow,Summer,NA,Standard,No,11,Credit Card,Annually
2452,20.0,Male,Dress,29.308418079341543,Oklahoma,M,Lavender,Spring,NA,Standard,No,0,Credit Card,
3808,20.0,Female,Sweater,31.54293033506566,,L,Ruby Red,Winter,NA,Standard,No,5,Credit Card,Quarterly
3803,19.0,Male,Hoodie,36.540353833569775,Illinois,S,Muted mustard yellow,Winter,5,Standard,No,3,Credit Card,Annually
3135,37.0,Female,Pajamas,22.944399774076736,Kentucky,L,Brick red,Winter,NA,Standard,No,2,Credit Card,Annually
3896,30.0,Female,T-shirt,32.31053883178541,Virginia,L,Lavender,Spring,1,Standard,No,12,Credit Card,Bi-Weekly
3240,31.0,Male,Sweater,28.340660149202506,Colorado,M,Brown,Winter,NA,Standard,No,1,Credit Card,Bi-Weekly
2237,46.0,Male,Scarf,25.62472994200038,Louisiana,M,Brown,Fall,NA,Standard,No,1,Credit Card,Quarterly
3416,29.0,Male,Socks,30.24697629849633,New York,M,Brick red,Fall,2,Standard,No,0,Credit Card,
2336,23.0,Female,Sunglasses,39.06815636450797,Idaho,M,Lemon yellow,Summer,5,Express,No,9,Credit Card,Monthly
3782,29.0,Female,Boots,32.50731225289859,Tennessee,M,Brown,Fall,NA,Next Day Air,No,12,Credit Card,Quarterly
3798,45.0,Non-binary,Shorts,33.32925704385864,California,M,Black,Fall,4,Standard,No,3,Credit Card,Monthly
2588,50.0,Male,Dress,34.52657083044227,Connecticut,M,Lavender,Spring,4,Standard,No,5,Credit Card,Quarterly
2606,37.0,Male,T-shirt,28.367437778218846,Nevada,M,Muted mustard yellow,Summer,2,Express,No,7,Credit Card,Monthly
3667,44.0,Female,Socks,21.280078494434427,Alabama,M,Burnt orange,Winter,NA,Standard,No,2,Credit Card,Weekly
3076,37.0,Female,Sweater,23.671008170988827,Utah,XL,Muted mustard yellow,Fall,4,Standard,No,5,Credit Card,Weekly
2980,49.0,Male,Sunglasses,30.639120784521104,Louisiana,L,Pale peach,Spring,4,Next Day Air,No,2,Credit Card,Monthly
1789,27.0,Female,Gloves,28.31917288360456,Illinois,L,Brick red,Winter,NA,Standard,No,0,Credit Card,
2353,45.0,Female,Handbag,22.56183588357009,Nebraska,M,White,Summer,NA,Standard,No,20,Credit Card,Quarterly
2458,41.0,Female,Shorts,35.16698952660097,Delaware,M,Periwinkle,Summer,NA,Standard,No,1,Credit Card,Monthly
2324,33.0,Female,Running Shoes,40.044523742171336,Maryland,L,Periwinkle,Summer,5,Standard,No,6,Credit Card,Quarterly
3862,27.0,Male,Pajamas,33.220036973982374,Wyoming,M,Terra cotta,Winter,NA,Standard,No,0,Credit Card,
3233,48.0,Male,Sunglasses,13.025750666066642,Massachusetts,M,White,Spring,NA,Standard,No,20,Credit Card,Monthly
2127,,Male,Backpack,28.16854462404277,Alabama,XL,Mauve,Winter,2,Standard,No,1,Credit Card,Quarterly
3406,24.0,Female,Dress,27.968961451416657,Washington,M,Fuchsia,Spring,NA,Standard,No,0,Credit Card,
2159,19.0,Female,Handbag,29.221767976620992,Massachusetts,XL,Fuchsia,Summer,2,Standard,No,16,Credit Card,Monthly
2507,,Female,Hoodie,29.927558491758347,New York,XL,Mauve,Fall,NA,Standard,No,2,Credit Card,Quarterly
2478,22.0,Female,Sunglasses,22.956083043287148,California,L,Muted mustard yellow,Spring,4,Standard,No,0,Credit Card,
2203,50.0,Male,Sunglasses,28.376819427462447,Alabama,M,Lemon yellow,Summer,NA,Standard,No,1,Credit Card,Quarterly
2326,,Female,Dress,40.62816302170537,New York,M,Baby blue,Spring,4,Standard,No,1,Credit Card,Annually
2034,29.0,Male,Sunglasses,26.802714060928174,Illinois,L,Baby blue,Summer,5,Standard,No,0,Credit Card,
3536,19.0,Male,Gloves,19.6615960697812,Mississippi,M,Terra cotta,Winter,NA,Standard,No,0,Credit Card,
1844,35.0,Female,Boots,35.204034984717964,Kentucky,M,Muted mustard yellow,Winter,NA,Standard,No,6,Credit Card,Quarterly
1766,18.0,Male,T-shirt,30.08295793767189,New Mexico,M,White,Summer,NA,Standard,No,20,Credit Card,Quarterly
2196,24.0,Female,Leggings,31.63510176974121,New York,M,White,Winter,5,Express,No,4,Credit Card,Annually
2302,58.0,Female,Boots,37.340136829786196,Maine,L,Brick red,Winter,4,Standard,No,10,Credit Card,Annually
2530,52.0,Male,Shorts,28.08169193239702,Tennessee,M,Muted mustard yellow,Summer,NA,Standard,No,3,Credit Card,Monthly
1831,,Female,Socks,32.73305584565742,Kansas,M,Terra cotta,Winter,NA,Standard,No,12,Credit Card,Monthly
3372,35.0,Female,T-shirt,33.9722445561138,Colorado,S,Fuchsia,Spring,NA,Standard,No,19,Credit Card,Monthly
3276,49.0,Female,Sunglasses,34.12242081691652,Alabama,XL,Pale peach,Summer,NA,Standard,No,3,Credit Card,Quarterly
1896,41.0,Female,Shorts,22.404350520131985,Washington,L,Baby blue,Summer,NA,Standard,No,2,Credit Card,Monthly
2689,45.0,Female,T-shirt,35.61670874036934,West Virginia,XL,Lemon yellow,Summer,4,Next Day Air,No,2,Credit Card,Quarterly
2377,36.0,Female,Handbag,30.16421834815556,Tennessee,XL,Periwinkle,Summer,NA,Standard,No,8,Credit Card,Annually
2122,49.0,Female,T-shirt,21.945393892648024,Alaska,M,Lavender,Summer,NA,Standard,No,5,Credit Card,Quarterly
1759,37.0,Female,Dress,24.02491265995526,Pennsylvania,M,Fuchsia,Summer,NA,Standard,No,12,Credit Card,Quarterly
2966,27.0,Female,Running Shoes,23.552809236352566,Delaware,M,Periwinkle,Summer,NA,Standard,No,0,Credit Card,
3109,48.0,Female,Pajamas,35.34606960476163,Oregon,M,Muted mustard yellow,Winter,5,Standard,No,13,Credit Card,Annually
2215,20.0,Male,Handbag,23.06266665909253,Idaho,L,Black,Summer,5,Next Day Air,No,1,Credit Card,Annually
2621,26.0,Male,Jacket,33.377335461219346,Ohio,S,Terra cotta,Winter,NA,Standard,No,8,Credit Card,Quarterly
3350,39.0,Male,Gloves,37.46544615483463,Georgia,M,Mauve,Winter,NA,Standard,No,1,Credit Card,Monthly
3777,31.0,Female,Scarf,26.894776659597657,Alaska,L,Black,Winter,NA,Express,No,2,Credit Card,Quarterly
2291,28.0,Female,Sunglasses,40.29033591254307,Kansas,L,Burnt orange,Fall,NA,Next Day Air,No,0,Credit Card,
2726,20.0,Female,Shorts,32.326684985368345,Mississippi,S,Lemon yellow,Summer,NA,Next Day Air,No,3,Credit Card,Monthly
2622,44.0,Female,Running Shoes,27.640997030471524,Maine,M,Periwinkle,Summer,5,Standard,No,1,Credit Card,Quarterly
2431,,Female,Leggings,33.804401868487844,North Dakota,XL,Brown,Fall,2,Standard,No,5,Credit Card,Quarterly
3788,32.0,Male,Socks,38.649676619943,New York,M,Muted mustard yellow,Fall,NA,Standard,No,0,Credit Card,
1915,25.0,Male,Shorts,19.927603459330555,Alaska,L,Pale peach,Summer,4,Standard,No,4,Credit Card,Quarterly
1794,22.0,Female,Running Shoes,27.051246697185,Iowa,S,Turquoise,Spring,NA,Standard,No,1,Credit Card,Quarterly
3098,60.0,Male,Jacket,29.935703028048664,Delaware,M,Mauve,Winter,NA,Standard,No,0,Credit Card,
1963,38.0,Female,Shorts,31.84031497567415,,M,Lavender,Fall,NA,Standard,No,16,Credit Card,Annually
3659,,Female,Gloves,24.377826834258023,Mississippi,M,Mauve,Winter,NA,Express,No,0,Credit Card,
2523,41.0,Female,Shorts,42.476010535484356,Massachusetts,S,Lemon yellow,Summer,NA,Standard,No,0,Credit Card,
3313,37.0,Male,Running Shoes,31.61126966438244,Louisiana,L,White,Spring,NA,Next Day Air,No,3,Credit Card,Monthly
2045,,Male,Running Shoes,29.20856506527299,Missouri,L,White,Fall,NA,Standard,No,17,Credit Card,Monthly
3348,34.0,Female,Gloves,26.55702924707019,Iowa,XL,White,Winter,NA,Standard,No,1,Credit Card,Annually
3074,30.0,Female,Jeans,25.157504882474548,Oregon,L,Mauve,Fall,NA,Standard,No,7,Credit Card,Bi-Weekly
3301,26.0,Male,T-shirt,30.865217381674967,Oklahoma,M,Periwinkle,Summer,NA,Standard,No,7,Credit Card,Quarterly
2248,42.0,Male,Handbag,25.877164573404308,Florida,L,Aubergine,Fall,5,Standard,No,0,Credit Card,
3182,23.0,Female,Sweater,23.57025605133923,,M,Terra cotta,Winter,NA,Standard,No,18,Credit Card,Monthly
1914,20.0,Female,Pajamas,27.795310583183262,Kentucky,M,Aubergine,Winter,NA,Standard,No,2,Credit Card,Quarterly
3158,31.0,Female,Hoodie,21.19328667006897,Maine,L,Brown,Winter,NA,Express,No,0,Credit Card,
2288,35.0,Male,Sunglasses,37.309686782518376,Nebraska,L,Baby blue,Summer,NA,Standard,No,5,Credit Card,Quarterly
2181,,Female,Dress,30.423050650747772,Connecticut,M,Turquoise,Summer,NA,Standard,No,0,Credit Card,
2074,23.0,Male,Handbag,20.98606074094816,Texas,S,Fuchsia,Spring,NA,Express,No,3,Credit Card,Annually
3534,28.0,Male,Handbag,33.23011883507173,Texas,L,White,Spring,NA,Standard,No,8,Credit Card,Quarterly
3415,21.0,Male,Hoodie,38.1693501023632,Connecticut,M,Black,Winter,5,Standard,No,6,Credit Card,Monthly
2112,29.0,Male,Handbag,37.5011813324779,Missouri,XL,Brown,Spring,NA,Express,No,0,Credit Card,
3222,19.0,Female,Shorts,29.006185791830866,New Hampshire,M,White,Summer,NA,Standard,No,13,Credit Card,Annually
3261,31.0,Male,Running Shoes,32.73312288464473,Wisconsin,M,Pale peach,Spring,NA,Standard,No,0,Credit Card,
3489,,Male,Sunglasses,25.479468681973025,,XL,Periwinkle,Summer,NA,Standard,No,11,Credit Card,Quarterly
3776,21.0,Male,T-shirt,24.277104362770892,South Dakota,S,Fuchsia,Summer,NA,Standard,No,1,Credit Card,Quarterly
2602,50.0,Female,Socks,23.497278703464026,Mississippi,L,Pale peach,Fall,NA,Standard,No,12,Credit Card,Quarterly
1702,32.0,Male,Handbag,30.911267387651304,Mississippi,XL,Baby blue,Spring,NA,Standard,No,6,Credit Card,Monthly
1908,32.0,Male,Sunglasses,24.53979787157618,New Mexico,L,Lavender,Summer,1,Standard,No,3,Credit Card,Quarterly
2274,,Female,T-shirt,25.91580782529565,New Mexico,L,Turquoise,Summer,4,Next Day Air,No,2,Credit Card,Annually
3645,,Male,Belt,27.996991496352184,Arkansas,M,Brown,Fall,5,Express,No,7,Credit Card,Quarterly
1850,34.0,Female,Scarf,29.709230276034198,New Mexico,M,Fuchsia,Winter,4,Standard,No,1,Credit Card,Monthly
2771,,Male,Running Shoes,33.29439532201687,Nebraska,S,Brick red,Fall,1,Standard,No,0,Credit Card,
2483,,Male,Dress,37.71562465593321,Arizona,S,Turquoise,Summer,NA,Next Day Air,No,0,Credit Card,
2395,20.0,Female,Sunglasses,22.59352242059229,Connecticut,L,Pale peach,Summer,NA,Standard,No,20,Credit Card,Monthly
3845,20.0,Male,Sunglasses,35.71074124834623,Montana,S,Baby blue,Summer,4,Standard,No,11,Credit Card,Quarterly
1871,27.0,Male,Sweater,34.28213844921089,,L,Brown,Winter,4,Express,No,4,Credit Card,Quarterly
2468,36.0,Female,Leggings,25.915470402424305,New Jersey,M,Ruby Red,Winter,NA,Standard,No,7,Credit Card,Monthly
3678,49.0,Non-binary,Gloves,36.532825125591906,,M,Black,Winter,NA,Standard,No,3,Credit Card,Annually
2162,31.0,Male,Dress,23.677315640557808,Washington,S,Pale peach,Spring,4,Standard,No,5,Credit Card,Bi-Weekly
2918,41.0,Male,Hoodie,26.064057449298268,Colorado,XL,Brick red,Winter,NA,Next Day Air,No,0,Credit Card,
3367,45.0,Female,Running Shoes,30.235221035126788,North Carolina,M,Brown,Summer,4,Standard,No,7,Credit Card,Quarterly
3104,29.0,Male,Jacket,27.303045965424992,Illinois,S,Muted mustard yellow,Winter,5,Standard,No,15,Credit Card,Monthly
2926,50.0,Male,Jacket,35.85428147078736,Illinois,M,Ruby Red,Fall,5,Standard,No,10,Credit Card,Annually
3262,32.0,Female,Running Shoes,33.075367326773005,Rhode Island,L,Baby blue,Spring,2,Next Day Air,No,6,Credit Card,Bi-Weekly
2286,23.0,Male,Scarf,39.22529662811456,,L,Brown,Winter,2,Standard,No,9,Credit Card,Quarterly
2552,47.0,Male,Sunglasses,27.906078244689127,Minnesota,M,Lavender,Spring,4,Standard,No,7,Credit Card,Bi-Weekly
3186,28.0,Female,Running Shoes,32.51461467860084,Ohio,L,White,Summer,4,Express,No,1,Credit Card,Quarterly
3281,34.0,Female,Scarf,34.58389057131083,New York,L,Mauve,Fall,NA,Standard,No,7,Credit Card,Quarterly
3759,27.0,Female,Sweater,33.33507576754284,Indiana,S,Terra cotta,Winter,NA,Next Day Air,No,14,Credit Card,Quarterly
2269,23.0,Male,Sunglasses,24.29472697222567,Georgia,L,Terra cotta,Fall,NA,Next Day Air,No,1,Credit Card,Quarterly
1680,,Male,T-shirt,37.33029259956815,Massachusetts,S,Pale peach,Spring,NA,Next Day Air,No,10,Credit Card,Quarterly
3766,31.0,Male,Hoodie,23.37945000816737,Missouri,M,Aubergine,Winter,NA,Standard,No,8,Credit Card,Quarterly
2080,31.0,Male,Jacket,16.02395126000774,Montana,L,Mauve,Winter,NA,Standard,No,10,Credit Card,Bi-Weekly
3600,30.0,Male,Sweater,24.642090409047412,Kansas,S,Pale peach,Winter,NA,Standard,No,7,Credit Card,Quarterly
3358,,Male,Sunglasses,27.983563792709113,,M,Burnt orange,Fall,NA,Next Day Air,No,2,Credit Card,Monthly
3714,20.0,Male,Sunglasses,34.4636352421517,,M,Mauve,Spring,NA,Standard,No,12,Credit Card,Quarterly
3510,45.0,Female,Jacket,32.10206968083,Ohio,L,Ruby Red,Fall,NA,Standard,No,1,Credit Card,Quarterly
2750,21.0,Male,Scarf,21.546280572754096,,M,Ruby Red,Fall,2,Standard,No,20,Credit Card,Quarterly
3402,26.0,Male,Leggings,35.06034735330029,Nevada,L,Mauve,Winter,5,Standard,No,20,Credit Card,Annually
1743,24.0,Male,Shorts,27.496878972195027,,XL,Lemon yellow,Summer,4,Standard,No,20,Credit Card,Annually
2578,21.0,Male,Boots,38.41266154605431,Minnesota,L,Brown,Winter,NA,Standard,No,4,Credit Card,Quarterly
3599,32.0,Female,Shorts,31.398272803986387,Connecticut,XL,White,Spring,NA,Standard,No,0,Credit Card,
2403,37.0,Male,Sweater,32.99161362777818,Utah,M,Aubergine,Winter,NA,Standard,No,1,Credit Card,Quarterly
2855,37.0,Non-binary,Running Shoes,43.164845311693995,Delaware,M,Terra cotta,Summer,5,Standard,No,0,Credit Card,
2820,30.0,Female,Jacket,21.220578688784013,Georgia,L,Burnt orange,Fall,NA,Standard,No,0,Credit Card,
2472,22.0,Male,Leggings,38.8683701935412,Oklahoma,M,Burnt orange,Winter,NA,Standard,No,2,Credit Card,Monthly
3524,44.0,Male,Sunglasses,31.58094267254556,Nevada,M,Black,Fall,NA,Standard,No,0,Credit Card,
2657,,Male,Scarf,36.034971513295254,Indiana,L,Muted mustard yellow,Fall,NA,Standard,No,0,Credit Card,
3882,38.0,Male,Hoodie,31.800330053244053,,L,Burnt orange,Winter,NA,Standard,No,3,Credit Card,Monthly
2600,32.0,Female,Backpack,26.970299995768947,Vermont,M,Burnt orange,Fall,NA,Standard,No,1,Credit Card,Quarterly
3058,51.0,Female,Boots,32.97980924379722,North Carolina,M,Black,Winter,4,Standard,No,12,Credit Card,Weekly
1920,29.0,Female,Running Shoes,32.13484146763228,Virginia,M,Baby blue,Summer,4,Express,No,14,Credit Card,Annually
2026,23.0,Male,Leggings,29.59266284812104,Delaware,M,Muted mustard yellow,Fall,NA,Standard,No,0,Credit Card,
3116,35.0,Male,Sunglasses,28.037457867695768,South Dakota,M,Pale peach,Spring,NA,Next Day Air,No,6,Credit Card,Bi-Weekly
2920,43.0,Female,Dress,20.36306507686774,Minnesota,L,Pale peach,Summer,5,Standard,No,0,Credit Card,
3696,39.0,Female,Running Shoes,34.728968441975546,Florida,M,Pale peach,Spring,NA,Standard,No,0,Credit Card,
3247,25.0,Male,Backpack,32.737386042386795,Michigan,M,Aubergine,Fall,5,Standard,No,13,Credit Card,Annually
3855,34.0,Male,Running Shoes,21.001520057349204,Florida,M,Baby blue,Spring,NA,Next Day Air,No,4,Credit Card,Monthly
2984,,Female,Sunglasses,26.94996152340271,West Virginia,M,Turquoise,Spring,NA,Standard,No,12,Credit Card,Quarterly
3160,47.0,Female,Leggings,28.32760171596245,Louisiana,L,Baby blue,Winter,NA,Next Day Air,No,2,Credit Card,Quarterly
2924,37.0,Female,Dress,31.36510198536382,Pennsylvania,M,Brown,Fall,NA,Standard,No,5,Credit Card,Monthly
1972,41.0,Female,Running Shoes,26.508891861236975,Pennsylvania,XL,Periwinkle,Summer,NA,Standard,No,5,Credit Card,Quarterly
